,location,total_sqft,bath,price,bhk
6699,Thigalarapalya,4303.0,5.0,300.0,4
6705,Thubarahalli,1200.0,2.0,78.0,2
6706,Thubarahalli,1128.0,2.0,75.0,2
6707,Thubarahalli,1185.0,2.0,65.0,2
6708,Thubarahalli,975.0,2.0,55.0,2
6709,Thubarahalli,1330.0,2.0,75.0,2
6710,Thubarahalli,1085.0,2.0,70.0,2
6711,Thubarahalli,1216.0,2.0,80.0,2
6712,Thubarahalli,1200.0,2.0,79.0,2
6713,Thubarahalli,1200.0,2.0,80.0,2
6714,Thubarahalli,1200.0,2.0,79.55,2
6717,Thubarahalli,975.0,2.0,50.0,2
6715,Thubarahalli,1540.0,3.0,90.0,3
6716,Thubarahalli,2625.0,3.0,175.0,3
6718,Thubarahalli,1540.0,3.0,90.0,3
6719,Thubarahalli,1584.0,3.0,101.0,3
6704,Thubarahalli,3800.0,4.0,239.0,4
6720,Thyagaraja Nagar,800.0,1.0,100.0,1
6722,Thyagaraja Nagar,1270.0,2.0,95.25,3
6721,Thyagaraja Nagar,2000.0,4.0,145.0,5
6729,Tindlu,1165.0,2.0,59.8,2
6730,Tindlu,1050.0,2.0,55.0,2
6731,Tindlu,1100.0,2.0,55.0,2
6724,Tindlu,1500.0,2.0,87.0,3
6726,Tindlu,1357.0,2.0,65.0,3
6727,Tindlu,1500.0,3.0,87.0,3
6728,Tindlu,1370.07,3.0,65.0,3
6725,Tindlu,7500.0,7.0,400.0,7
6735,Tumkur Road,1098.0,2.0,72.0,2
6738,Tumkur Road,1239.0,2.0,82.0,2
6739,Tumkur Road,1246.0,2.0,82.0,2
6743,Tumkur Road,1027.0,2.0,60.0,2
6744,Tumkur Road,1027.0,2.0,68.62,2
6746,Tumkur Road,992.0,2.0,60.0,2
6747,Tumkur Road,1066.0,2.0,52.5,2
6751,Tumkur Road,1027.0,2.0,67.0,2
6732,Tumkur Road,1500.0,3.0,95.0,3
6733,Tumkur Road,1779.0,3.0,112.0,3
6734,Tumkur Road,1586.0,3.0,100.0,3
6736,Tumkur Road,1354.0,3.0,90.0,3
6737,Tumkur Road,1240.0,2.0,84.0,3
6740,Tumkur Road,1500.0,3.0,100.0,3
6741,Tumkur Road,1789.0,3.0,98.0,3
6742,Tumkur Road,1416.0,3.0,94.0,3
6745,Tumkur Road,1459.0,2.0,95.0,3
6748,Tumkur Road,1240.0,2.0,79.0,3
6749,Tumkur Road,1441.0,2.0,95.0,3
6750,Tumkur Road,1240.0,2.0,83.0,3
6752,Tumkur Road,1060.0,2.0,58.3,3
6753,Tumkur Road,1354.0,3.0,85.86,3
6755,Ulsoor,1275.0,2.0,120.0,2
6757,Ulsoor,1200.0,2.0,60.0,2
6758,Ulsoor,1180.0,2.0,100.0,2
6762,Ulsoor,1255.0,2.0,120.0,2
6766,Ulsoor,1160.0,2.0,130.0,2
6754,Ulsoor,2135.0,3.0,215.0,3
6756,Ulsoor,1020.0,3.0,110.0,3
6759,Ulsoor,1340.0,3.0,90.0,3
6760,Ulsoor,1500.0,2.0,125.0,3
6761,Ulsoor,2000.0,3.0,185.0,3
6763,Ulsoor,1685.0,4.0,185.0,3
6765,Ulsoor,2135.0,3.0,170.0,3
6768,Uttarahalli,1143.0,2.0,45.0,2
6769,Uttarahalli,1020.0,2.0,45.0,2
6770,Uttarahalli,1286.0,2.0,63.0,2
6771,Uttarahalli,1101.0,2.0,45.0,2
6773,Uttarahalli,1175.0,2.0,47.0,2
6776,Uttarahalli,1008.0,2.0,45.0,2
6779,Uttarahalli,1150.0,2.0,49.0,2
6781,Uttarahalli,1200.0,2.0,44.0,2
6784,Uttarahalli,882.0,2.0,30.0,2
6785,Uttarahalli,993.0,2.0,39.71,2
6786,Uttarahalli,1045.0,2.0,45.0,2
6787,Uttarahalli,850.0,2.0,37.93,2
6790,Uttarahalli,1089.0,2.0,43.55,2
6792,Uttarahalli,1279.0,2.0,48.0,2
6795,Uttarahalli,1155.0,2.0,40.42,2
6796,Uttarahalli,1050.0,2.0,42.0,2
6800,Uttarahalli,1085.0,2.0,43.0,2
6802,Uttarahalli,1175.0,2.0,47.0,2
6803,Uttarahalli,1175.0,2.0,47.0,2
6806,Uttarahalli,1325.0,2.0,53.0,2
6808,Uttarahalli,850.0,2.0,35.0,2
6811,Uttarahalli,1134.0,2.0,45.36,2
6815,Uttarahalli,1090.0,2.0,45.0,2
6816,Uttarahalli,1050.0,2.0,42.0,2
6817,Uttarahalli,1123.0,2.0,48.0,2
6819,Uttarahalli,938.0,2.0,35.0,2
6822,Uttarahalli,1100.0,1.0,45.0,2
6823,Uttarahalli,1125.0,2.0,47.0,2
6827,Uttarahalli,1180.0,2.0,41.3,2
6829,Uttarahalli,1160.0,2.0,45.0,2
6832,Uttarahalli,1190.0,2.0,53.55,2
6836,Uttarahalli,1125.0,2.0,48.0,2
6839,Uttarahalli,1160.0,2.0,40.6,2
6841,Uttarahalli,1065.0,2.0,42.59,2
6842,Uttarahalli,1075.0,2.0,46.76,2
6843,Uttarahalli,1155.0,2.0,40.6,2
6848,Uttarahalli,1180.0,2.0,41.3,2
6851,Uttarahalli,1002.0,2.0,40.08,2
6852,Uttarahalli,1002.0,2.0,40.08,2
6853,Uttarahalli,1075.0,2.0,40.0,2
6855,Uttarahalli,1155.0,2.0,40.43,2
6856,Uttarahalli,1025.0,2.0,35.88,2
6857,Uttarahalli,1125.0,2.0,47.65,2
6858,Uttarahalli,1300.0,2.0,55.0,2
6859,Uttarahalli,1025.0,2.0,35.88,2
6860,Uttarahalli,980.0,2.0,45.0,2
6861,Uttarahalli,1125.0,2.0,47.0,2
6866,Uttarahalli,1175.0,2.0,47.0,2
6872,Uttarahalli,1213.0,2.0,48.0,2
6874,Uttarahalli,900.0,2.0,35.0,2
6875,Uttarahalli,1065.0,2.0,42.6,2
6878,Uttarahalli,1125.0,2.0,47.0,2
6881,Uttarahalli,1107.0,2.0,45.0,2
6882,Uttarahalli,1200.0,2.0,55.0,2
6885,Uttarahalli,1120.0,2.0,50.0,2
6886,Uttarahalli,1150.0,2.0,46.0,2
6889,Uttarahalli,1050.0,2.0,42.0,2
6890,Uttarahalli,1125.0,2.0,48.0,2
6894,Uttarahalli,1037.0,2.0,36.0,2
6896,Uttarahalli,1000.0,2.0,39.5,2
6897,Uttarahalli,1125.0,1.0,45.0,2
6899,Uttarahalli,1160.0,2.0,40.58,2
6901,Uttarahalli,1000.0,2.0,35.0,2
6903,Uttarahalli,1125.0,2.0,47.0,2
6904,Uttarahalli,1165.0,1.0,42.09,2
6905,Uttarahalli,1260.0,2.0,55.0,2
6906,Uttarahalli,1284.0,2.0,53.36,2
6907,Uttarahalli,1150.0,2.0,45.99,2
6911,Uttarahalli,1040.0,2.0,36.4,2
6914,Uttarahalli,1075.0,2.0,46.76,2
6916,Varthur,1160.0,2.0,44.0,2
6917,Varthur,1385.0,2.0,80.0,2
6919,Varthur,1024.0,2.0,42.0,2
6920,Varthur,1125.0,2.0,40.0,2
6921,Varthur,1112.0,2.0,40.0,2
6922,Varthur,1055.0,2.0,45.35,2
6923,Varthur,1280.0,2.0,65.0,2
6924,Varthur,977.0,2.0,36.0,2
6927,Varthur,1111.0,2.0,41.88,2
6928,Varthur,1140.0,2.0,55.5,2
6929,Varthur,1012.0,2.0,59.0,2
6930,Varthur,1140.0,2.0,39.9,2
6931,Varthur,1090.0,2.0,48.0,2
6933,Varthur,1210.0,2.0,60.0,2
6934,Varthur,1070.0,2.0,46.0,2
6936,Varthur,965.0,2.0,34.0,2
6937,Varthur,1120.0,2.0,44.24,2
6939,Varthur,1085.0,2.0,45.0,2
6940,Varthur,1250.0,2.0,47.0,2
6943,Varthur,1155.0,2.0,60.0,2
6944,Varthur,1035.0,2.0,60.0,2
6945,Varthur,1155.0,2.0,39.0,2
6946,Varthur,1180.0,2.0,55.0,2
6948,Varthur,1738.0,2.0,57.35,2
6949,Varthur,1045.0,2.0,40.65,2
6950,Varthur,1155.0,2.0,39.0,2
6952,Varthur,1210.0,2.0,64.15,2
6954,Varthur,1105.0,2.0,38.0,2
6956,Varthur,1760.0,2.0,85.0,2
6957,Varthur,1210.0,2.0,54.0,2
6958,Varthur,1112.0,2.0,40.0,2
6960,Varthur,1000.0,1.0,65.0,2
6918,Varthur,1535.0,3.0,65.99,3
6925,Varthur,1250.0,3.0,71.0,3
6926,Varthur,1200.0,3.0,67.75,3
6932,Varthur,1450.0,3.0,71.0,3
6935,Varthur,1360.0,2.0,85.0,3
6938,Varthur,1395.0,2.0,79.0,3
6941,Varthur,1200.0,3.0,68.38,3
6942,Varthur,1520.0,2.0,61.0,3
6947,Varthur,1520.0,2.0,60.0,3
6951,Varthur,1615.0,3.0,69.43,3
6953,Varthur,1737.0,2.0,57.32,3
6955,Varthur,1560.0,3.0,90.0,3
6959,Varthur,1600.0,3.0,63.2,3
6961,Varthur,1665.0,3.0,71.58,3
6962,Varthur Road,900.0,2.0,27.0,2
6963,Varthur Road,1277.0,2.0,59.0,2
6965,Varthur Road,1050.0,2.0,42.7,2
6966,Varthur Road,1255.0,2.0,52.76,2
6968,Varthur Road,1033.0,2.0,32.0,2
6969,Varthur Road,1140.0,2.0,49.11,2
6970,Varthur Road,850.0,2.0,25.4,2
6964,Varthur Road,1247.0,2.0,58.0,3
6967,Varthur Road,1033.0,2.0,30.47,3
6971,Vasanthapura,1022.0,2.0,40.0,2
6972,Vasanthapura,1135.0,2.0,39.73,2
6973,Vasanthapura,995.0,2.0,34.82,2
6974,Vasanthapura,995.0,2.0,34.82,2
6975,Vasanthapura,940.0,2.0,40.0,2
6976,Vasanthapura,1037.0,2.0,36.28,2
6977,Vasanthapura,978.0,2.0,34.22,2
6978,Vasanthapura,1037.0,2.0,36.28,2
6979,Vidyaranyapura,1440.0,2.0,95.0,2
6980,Vidyaranyapura,1062.0,2.0,38.0,2
6981,Vidyaranyapura,1200.0,2.0,55.0,2
6983,Vidyaranyapura,1060.0,2.0,55.0,2
6984,Vidyaranyapura,1100.0,2.0,54.0,2
6986,Vidyaranyapura,1100.0,2.0,54.0,2
6987,Vidyaranyapura,1000.0,2.0,35.0,2
6989,Vidyaranyapura,1120.0,2.0,70.0,2
6990,Vidyaranyapura,945.0,2.0,40.0,2
6991,Vidyaranyapura,1100.0,2.0,54.0,2
6993,Vidyaranyapura,1200.0,2.0,52.0,2
6994,Vidyaranyapura,1050.0,2.0,50.0,2
6995,Vidyaranyapura,1188.0,2.0,50.0,2
6999,Vidyaranyapura,1100.0,2.0,41.0,2
7000,Vidyaranyapura,1200.0,2.0,60.5,2
7001,Vidyaranyapura,1200.0,2.0,42.0,2
6982,Vidyaranyapura,1485.0,2.0,67.0,3
6985,Vidyaranyapura,1440.0,2.0,70.0,3
6988,Vidyaranyapura,1560.0,3.0,68.0,3
6992,Vidyaranyapura,1200.0,2.0,65.0,3
6996,Vidyaranyapura,1100.0,2.0,75.0,3
6997,Vidyaranyapura,1100.0,2.0,72.0,3
6998,Vidyaranyapura,2400.0,5.0,135.0,4
7011,Vijayanagar,606.0,1.0,34.78,1
7018,Vijayanagar,606.0,1.0,40.0,1
7033,Vijayanagar,2400.0,2.0,230.0,1
7034,Vijayanagar,492.0,1.0,40.0,1
7002,Vijayanagar,1704.0,3.0,110.0,3
7003,Vijayanagar,1933.0,3.0,129.0,3
7004,Vijayanagar,1500.0,3.0,75.5,3
7005,Vijayanagar,1450.0,3.0,100.0,3
7006,Vijayanagar,1580.0,2.0,134.0,3
7007,Vijayanagar,1826.0,3.0,121.0,3
7008,Vijayanagar,1739.0,3.0,116.0,3
7009,Vijayanagar,1490.0,3.0,100.0,3
7013,Vijayanagar,1527.0,3.0,115.0,3
7015,Vijayanagar,1520.0,2.0,103.0,3
7016,Vijayanagar,1749.0,3.0,117.0,3
7020,Vijayanagar,1300.0,2.0,75.0,3
7021,Vijayanagar,1484.0,3.0,79.19,3
7022,Vijayanagar,1760.0,3.0,140.0,3
7023,Vijayanagar,2047.0,3.0,136.0,3
7024,Vijayanagar,1200.0,2.0,75.0,3
7035,Vijayanagar,1375.0,2.0,75.0,3
7027,Vijayanagar,2100.0,6.0,252.0,4
7036,Vishveshwarya Layout,750.0,1.0,30.0,1
7037,Vishveshwarya Layout,2000.0,4.0,75.0,4
7039,Vishveshwarya Layout,2000.0,3.0,90.0,4
7038,Vishveshwarya Layout,2100.0,6.0,92.0,6
7040,Vishwapriya Layout,820.0,2.0,30.0,2
7041,Vishwapriya Layout,770.0,2.0,30.0,2
7042,Vishwapriya Layout,910.0,2.0,36.0,2
7043,Vishwapriya Layout,890.0,2.0,37.0,2
7044,Vittasandra,1404.0,2.0,71.0,2
7045,Vittasandra,1246.0,2.0,67.0,2
7046,Vittasandra,1404.0,2.0,69.3,2
7047,Vittasandra,1246.0,2.0,67.3,2
7048,Vittasandra,1246.0,2.0,64.5,2
7049,Vittasandra,1246.0,2.0,64.5,2
7050,Vittasandra,1246.0,2.0,68.0,2
7052,Vittasandra,1238.0,2.0,67.0,2
7053,Vittasandra,1404.0,2.0,75.0,2
7054,Vittasandra,1246.0,2.0,65.0,2
7055,Vittasandra,1238.0,2.0,67.0,2
7056,Vittasandra,1246.0,2.0,67.4,2
7057,Vittasandra,1259.0,2.0,67.4,2
7058,Vittasandra,1404.0,2.0,68.8,2
7059,Vittasandra,1246.0,2.0,62.3,2
7060,Vittasandra,1246.0,2.0,63.0,2
7061,Vittasandra,1246.0,2.0,67.4,2
7062,Vittasandra,1246.0,2.0,65.4,2
7064,Vittasandra,1238.0,2.0,67.32,2
7065,Vittasandra,1246.0,2.0,67.4,2
7067,Vittasandra,1246.0,2.0,67.3,2
7068,Vittasandra,1404.0,2.0,70.0,2
7069,Vittasandra,1259.0,2.0,67.48,2
7070,Vittasandra,1404.0,2.0,75.0,2
7072,Vittasandra,1246.0,2.0,67.0,2
7075,Vittasandra,1404.0,2.0,72.0,2
7076,Vittasandra,1246.0,2.0,67.5,2
7077,Vittasandra,1246.0,2.0,67.5,2
7078,Vittasandra,1404.0,2.0,70.0,2
7079,Vittasandra,1246.0,2.0,65.0,2
7080,Vittasandra,1246.0,2.0,67.4,2
7148,Whitefield,665.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",28.585,1
7157,Whitefield,950.0,1.0,50.0,1
7159,Whitefield,825.0,1.0,45.0,1
7188,Whitefield,905.0,1.0,55.0,1
7193,Whitefield,630.5,1.0,32.79,1
7220,Whitefield,709.0,1.0,34.385,1
7241,Whitefield,624.0,1.0,35.0,1
7254,Whitefield,650.0,1.0,25.0,1
7264,Whitefield,709.0,1.0,34.735,1
7271,Whitefield,825.0,1.0,44.9,1
7280,Whitefield,530.0,1.0,29.44,1
7282,Whitefield,905.0,1.0,50.0,1
7286,Whitefield,630.5,1.0,32.15,1
7287,Whitefield,905.0,1.0,52.0,1
7308,Whitefield,750.0,1.0,51.0,1
7323,Whitefield,905.0,1.0,62.0,1
7333,Whitefield,605.0,1.0,40.0,1
7350,Whitefield,905.0,1.0,60.0,1
7362,Whitefield,840.0,1.0,57.6,1
7363,Whitefield,640.0,1.0,19.83,1
7460,Whitefield,524.0,1.0,29.0,1
7467,Whitefield,840.0,1.0,57.0,1
7471,Whitefield,516.0,1.0,39.0,1
7559,Whitefield,613.0,1.0,48.0,1
7562,Whitefield,877.0,1.0,59.0,1
7083,Whitefield,1800.0,2.0,70.0,3
7084,Whitefield,1610.0,3.0,81.0,3
7086,Whitefield,2010.0,3.0,91.0,3
7092,Whitefield,1910.0,3.0,161.0,3
7098,Whitefield,1768.0,3.0,101.0,3
7099,Whitefield,1500.0,3.0,61.95,3
7102,Whitefield,1790.0,3.0,100.0,3
7103,Whitefield,1720.0,3.0,100.0,3
7105,Whitefield,1640.0,4.0,91.0,3
7108,Whitefield,2280.0,4.0,126.0,3
7109,Whitefield,1650.0,3.0,60.0,3
7112,Whitefield,1897.0,3.0,130.0,3
7113,Whitefield,2225.0,2.0,125.0,3
7118,Whitefield,1560.0,2.0,72.0,3
7121,Whitefield,1985.0,3.0,75.0,3
7124,Whitefield,1697.0,3.0,94.79,3
7127,Whitefield,1700.0,3.0,115.0,3
7130,Whitefield,2842.0,3.0,162.0,3
7131,Whitefield,1403.0,2.0,60.81,3
7133,Whitefield,1485.0,3.0,65.0,3
7134,Whitefield,1500.0,3.0,130.0,3
7137,Whitefield,1405.0,2.0,78.0,3
7138,Whitefield,2225.0,3.0,115.0,3
7141,Whitefield,1541.0,3.0,72.0,3
7145,Whitefield,1306.0,3.0,54.65,3
7146,Whitefield,1626.0,3.0,89.0,3
7147,Whitefield,1585.0,3.0,88.0,3
7151,Whitefield,1200.0,3.0,68.5,3
7153,Whitefield,1697.0,3.0,108.0,3
7161,Whitefield,2010.0,3.0,92.0,3
7162,Whitefield,1635.0,2.0,85.0,3
7164,Whitefield,1200.0,3.0,56.2,3
7166,Whitefield,1870.0,3.0,90.0,3
7173,Whitefield,1800.0,3.0,110.0,3
7174,Whitefield,1562.0,3.0,103.0,3
7177,Whitefield,2321.0,4.0,128.0,3
7180,Whitefield,1896.0,3.0,75.0,3
7181,Whitefield,3010.0,3.0,200.0,3
7183,Whitefield,3850.0,5.0,316.0,3
7184,Whitefield,1410.0,3.0,43.71,3
7185,Whitefield,1150.0,2.0,44.0,3
7192,Whitefield,1500.0,3.0,71.8,3
7196,Whitefield,1697.0,3.0,115.0,3
7202,Whitefield,1350.0,3.0,54.0,3
7206,Whitefield,1545.0,3.0,79.0,3
7207,Whitefield,1306.0,3.0,54.65,3
7210,Whitefield,1386.0,3.0,57.46,3
7217,Whitefield,3480.0,4.0,284.0,3
7218,Whitefield,1738.0,2.0,79.0,3
7224,Whitefield,1200.0,3.0,61.96,3
7229,Whitefield,2094.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",113.19,3
7232,Whitefield,1700.0,3.0,140.0,3
7235,Whitefield,1345.0,2.0,57.0,3
7240,Whitefield,1440.0,2.0,64.0,3
7244,Whitefield,1700.0,3.0,95.0,3
7248,Whitefield,2700.0,5.0,175.0,3
7251,Whitefield,1840.0,3.0,140.0,3
7252,Whitefield,1778.0,3.0,122.0,3
7268,Whitefield,1745.0,3.0,100.0,3
7275,Whitefield,1870.0,3.0,138.0,3
7278,Whitefield,1862.0,3.0,125.0,3
7279,Whitefield,1655.0,3.0,113.0,3
7283,Whitefield,1600.0,3.0,82.0,3
7288,Whitefield,1200.0,3.0,57.15,3
7289,Whitefield,1451.0,2.0,52.43,3
7293,Whitefield,1330.0,2.0,55.0,3
7299,Whitefield,1495.0,2.0,67.0,3
7300,Whitefield,1548.0,3.0,65.0,3
7304,Whitefield,1405.0,3.0,58.0,3
7312,Whitefield,1200.0,3.0,68.4,3
7318,Whitefield,1200.0,3.0,56.0,3
7320,Whitefield,1550.0,2.0,49.6,3
7321,Whitefield,2173.0,3.0,128.0,3
7322,Whitefield,1435.0,3.0,45.0,3
7324,Whitefield,1870.0,3.0,138.0,3
7326,Whitefield,2901.0,4.0,190.0,3
7328,Whitefield,1755.0,3.0,101.0,3
7329,Whitefield,1608.0,2.0,63.0,3
7330,Whitefield,2225.0,3.0,149.0,3
7332,Whitefield,1495.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",61.28,3
7335,Whitefield,1200.0,3.0,56.58,3
7336,Whitefield,2210.0,3.0,156.0,3
7338,Whitefield,1740.0,4.0,130.0,3
7341,Whitefield,1655.0,3.0,120.0,3
7346,Whitefield,2023.0,4.0,130.0,3
7347,Whitefield,2134.0,4.0,118.0,3
7348,Whitefield,1458.0,2.0,62.0,3
7349,Whitefield,1808.0,4.0,80.0,3
7351,Whitefield,1537.0,2.0,70.0,3
7353,Whitefield,1806.0,3.0,85.0,3
7356,Whitefield,1452.0,3.0,90.0,3
7359,Whitefield,1600.0,3.0,69.0,3
7364,Whitefield,1991.0,3.0,104.0,3
7368,Whitefield,1655.0,3.0,97.0,3
7369,Whitefield,1850.0,3.0,150.0,3
7370,Whitefield,1200.0,3.0,67.77,3
7378,Whitefield,1870.0,3.0,90.0,3
7379,Whitefield,3450.0,4.0,208.0,3
7385,Whitefield,1836.0,3.0,125.0,3
7387,Whitefield,3596.0,3.0,200.0,3
7388,Whitefield,1275.0,2.0,65.0,3
7393,Whitefield,1564.0,3.0,103.0,3
7394,Whitefield,1585.0,3.0,84.0,3
7395,Whitefield,1200.0,3.0,56.0,3
7397,Whitefield,1558.0,3.0,90.0,3
7400,Whitefield,1704.0,3.0,120.0,3
7401,Whitefield,1495.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",60.55,3
7404,Whitefield,1770.0,4.0,68.0,3
7406,Whitefield,1570.0,3.0,88.0,3
7411,Whitefield,2025.0,4.0,115.0,3
7412,Whitefield,1346.0,2.0,100.0,3
7417,Whitefield,1600.0,3.0,69.1,3
7419,Whitefield,1720.0,3.0,98.97,3
7420,Whitefield,1600.0,3.0,95.0,3
7421,Whitefield,1655.0,3.0,108.0,3
7422,Whitefield,1740.0,3.0,95.0,3
7423,Whitefield,1200.0,3.0,56.72,3
7430,Whitefield,1500.0,3.0,78.57,3
7431,Whitefield,1626.0,3.0,85.0,3
7435,Whitefield,1270.0,2.0,65.0,3
7436,Whitefield,3117.0,3.0,261.0,3
7439,Whitefield,3150.0,3.0,290.0,3
7442,Whitefield,1530.0,3.0,75.0,3
7445,Whitefield,2247.0,3.0,145.0,3
7451,Whitefield,2140.0,3.0,139.0,3
7453,Whitefield,1530.0,3.0,73.0,3
7457,Whitefield,1495.0,2.0,70.0,3
7459,Whitefield,1431.0,3.0,85.0,3
7465,Whitefield,1760.0,3.0,160.0,3
7466,Whitefield,1655.0,3.0,110.0,3
7468,Whitefield,1725.0,3.0,106.0,3
7474,Whitefield,1639.0,3.0,107.0,3
7475,Whitefield,1820.0,3.0,113.0,3
7476,Whitefield,1990.0,3.0,98.0,3
7479,Whitefield,1345.0,3.0,58.0,3
7485,Whitefield,1820.0,3.0,140.0,3
7488,Whitefield,1322.5,3.0,40.985,3
7492,Whitefield,2280.0,4.0,125.0,3
7495,Whitefield,1639.5,3.0,92.63,3
7497,Whitefield,1634.0,3.0,68.0,3
7503,Whitefield,1436.0,2.0,62.15,3
7504,Whitefield,3758.0,3.0,300.0,3
7505,Whitefield,1452.0,2.0,46.29,3
7508,Whitefield,1496.0,2.0,71.81,3
7512,Whitefield,1396.0,3.0,74.0,3
7515,Whitefield,1451.0,2.0,46.4,3
7521,Whitefield,1615.0,3.0,96.9,3
7524,Whitefield,1400.0,2.0,56.0,3
7529,Whitefield,1430.0,3.0,52.0,3
7531,Whitefield,1010.0,2.0,45.0,3
7532,Whitefield,2321.0,4.0,157.0,3
7534,Whitefield,1655.0,3.0,113.0,3
7535,Whitefield,1740.0,3.0,85.0,3
7539,Whitefield,1200.0,3.0,67.75,3
7542,Whitefield,1660.0,3.0,110.0,3
7548,Whitefield,1457.0,2.0,105.0,3
7549,Whitefield,1720.0,3.0,128.0,3
7550,Whitefield,1500.0,3.0,61.9,3
7553,Whitefield,1564.0,3.0,103.0,3
7555,Whitefield,1500.0,3.0,71.0,3
7556,Whitefield,1404.0,2.0,59.0,3
7557,Whitefield,1639.0,3.0,107.0,3
7558,Whitefield,1760.0,3.0,139.0,3
7560,Whitefield,1730.0,3.0,125.0,3
7561,Whitefield,1453.0,2.0,58.0,3
7093,Whitefield,3252.0,4.0,230.0,4
7094,Whitefield,11890.0,4.0,700.0,4
7100,Whitefield,4144.0,4.0,315.0,4
7101,Whitefield,4104.0,4.0,360.0,4
7114,Whitefield,4348.5,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",304.0,4
7117,Whitefield,2268.0,3.0,163.0,4
7120,Whitefield,2400.0,4.0,200.0,4
7125,Whitefield,5000.0,4.0,400.0,4
7126,Whitefield,3000.0,5.0,250.0,4
7152,Whitefield,4000.0,4.0,330.0,4
7155,Whitefield,3606.0,4.0,312.0,4
7158,Whitefield,3584.0,4.0,199.0,4
7168,Whitefield,2856.0,5.0,145.5,4
7187,Whitefield,2500.0,4.0,155.0,4
7190,Whitefield,2268.0,3.0,146.0,4
7194,Whitefield,3537.0,5.0,210.0,4
7209,Whitefield,3262.0,4.0,260.0,4
7214,Whitefield,2830.0,5.0,160.0,4
7231,Whitefield,3445.0,5.0,270.0,4
7233,Whitefield,4827.0,4.0,400.0,4
7236,Whitefield,3252.0,4.0,280.0,4
7239,Whitefield,2400.0,4.0,147.0,4
7245,Whitefield,4960.0,4.0,400.0,4
7246,Whitefield,2928.0,4.0,198.0,4
7250,Whitefield,2882.0,5.0,204.0,4
7255,Whitefield,2155.0,3.0,125.0,4
7269,Whitefield,3200.0,4.0,224.0,4
7284,Whitefield,1230.0,4.0,80.0,4
7296,Whitefield,4075.0,5.0,226.0,4
7301,Whitefield,2856.0,5.0,154.5,4
7305,Whitefield,2856.0,5.0,158.5,4
7307,Whitefield,2882.0,5.0,158.0,4
7316,Whitefield,3425.0,5.0,250.0,4
7319,Whitefield,2856.0,5.0,157.5,4
7342,Whitefield,4003.0,6.0,300.0,4
7357,Whitefield,2850.0,5.0,240.0,4
7360,Whitefield,2830.0,5.0,190.0,4
7367,Whitefield,5200.0,5.0,242.0,4
7384,Whitefield,2400.0,4.0,143.0,4
7416,Whitefield,2990.0,3.0,198.0,4
7427,Whitefield,2900.0,4.0,225.0,4
7441,Whitefield,2956.0,5.0,234.0,4
7446,Whitefield,3940.0,5.0,265.0,4
7461,Whitefield,2830.0,4.0,161.0,4
7462,Whitefield,2135.0,3.0,149.0,4
7463,Whitefield,2500.0,4.0,100.0,4
7464,Whitefield,3075.0,2.0,188.0,4
7473,Whitefield,6000.0,4.0,410.0,4
7477,Whitefield,3565.0,4.0,218.0,4
7478,Whitefield,3410.0,5.0,253.0,4
7481,Whitefield,4500.0,4.0,330.0,4
7486,Whitefield,3453.0,4.0,247.0,4
7493,Whitefield,2882.0,5.0,200.0,4
7511,Whitefield,5400.0,5.0,475.0,4
7520,Whitefield,2858.0,4.0,137.0,4
7540,Whitefield,2444.0,4.0,145.0,4
7563,Whitefield,2856.0,5.0,154.5,4
7200,Whitefield,3250.0,5.0,290.0,5
7205,Whitefield,3227.0,5.0,250.0,5
7536,Whitefield,4144.0,5.0,331.0,5
7564,Whitefield,3453.0,4.0,231.0,5
7567,Yelachenahalli,2400.0,1.0,150.0,2
7569,Yelachenahalli,1130.0,2.0,40.0,2
7570,Yelachenahalli,1080.0,2.0,55.0,2
7571,Yelachenahalli,1400.0,2.0,78.0,2
7572,Yelachenahalli,1080.0,2.0,38.0,2
7574,Yelachenahalli,800.0,1.0,30.0,2
7575,Yelachenahalli,1100.0,2.0,60.0,2
7577,Yelachenahalli,1103.0,2.0,55.0,2
7578,Yelachenahalli,1000.0,2.0,50.0,2
7565,Yelachenahalli,1400.0,2.0,55.0,3
7566,Yelachenahalli,1464.0,2.0,105.0,3
7568,Yelachenahalli,1700.0,3.0,130.0,3
7573,Yelachenahalli,1330.0,3.0,73.5,3
7576,Yelachenahalli,1365.0,2.0,72.0,3
